StasjonsNavn,date,MaalepunktID,Lat,Lon,PostKode,AarligForbruk,ForbruksVerdi,Temperatur
Hesthaugtunnel,2021-06-30,5.0908140005501646e+20,42133.7016,6363.9,3490560.0,322032960.0,54312.0,11415.6
Hesthaugtunnel,2021-07-31,5.2605078005685033e+20,43538.15832,6576.03,3606912.0,332767392.0,55732.8,13619.6
Hesthaugtunnel,2021-08-31,5.2605078005685033e+20,43538.15832,6576.03,3606912.0,332767392.0,50397.6,11274.5
Hesthaugtunnel,2021-09-30,4.751426400513487e+20,39324.788160000004,5939.639999999999,3257856.0,300564096.0,31653.6,8639.3
Hesthaugtunnel,2021-10-31,5.097884575550929e+20,42192.22063,6372.7387499999995,3495408.0,322480228.0,25312.8,6563.7
Hesthaugtunnel,2021-11-30,4.921120200531826e+20,40729.24488,6151.7699999999995,3374208.0,311298528.0,19378.0,2766.7
Hesthaugtunnel,2021-12-31,5.0908140005501646e+20,42133.7016,6363.9,3490560.0,322032960.0,22965.6,-1383.1
Kastbakkvegen,2021-06-30,3.393876000099507e+19,2924.03808,513.74208,114720.0,912048.0,4.453,0.0
Kastbakkvegen,2021-07-31,5.260507800154236e+20,45322.59024,7963.00224,1778160.0,14136744.0,5.609999999999999,0.0
Kastbakkvegen,2021-08-31,5.260507800154236e+20,45322.59024,7963.00224,1778160.0,14136744.0,29.787,0.0
Kastbakkvegen,2021-09-30,4.75142640013931e+20,40936.53312,7192.38912,1606080.0,12768672.0,2013.5,0.0
Kastbakkvegen,2021-10-31,5.097884575149468e+20,43921.488659999995,7716.834159999999,1723190.0,13699721.0,2705.547,0.0
Kastbakkvegen,2021-11-30,4.921120200144285e+20,42398.55216,7449.26016,1663440.0,13224696.0,1790.294,0.0
Kastbakkvegen,2021-12-31,5.0908140001492605e+20,43860.5712,7706.1312,1720800.0,13680720.0,2215.267,0.0
Langbakken,2021-01-31,5.260507800162242e+20,45270.54744,8204.18472,1726080.0,0.0,3682.792,-6874.2
Langbakken,2021-02-28,4.751426400146541e+20,40889.52672,7410.23136,1559040.0,0.0,2882.036,-4700.4
Langbakken,2021-03-31,5.253437225162024e+20,45209.69993,8193.157589999999,1723760.0,0.0,2598.204,1029.3
Langbakken,2021-04-30,5.090814000157008e+20,43810.2072,7939.5336,1670400.0,0.0,1950.233,2819.3
Langbakken,2021-05-31,5.260507800162242e+20,45270.54744,8204.18472,1726080.0,0.0,1542.08,7042.0
Langbakken,2021-06-30,5.090814000157008e+20,43810.2072,7939.5336,1670400.0,0.0,1279.463,12092.3
Langbakken,2021-07-31,5.260507800162242e+20,45270.54744,8204.18472,1726080.0,0.0,1493.905,13547.1
Langbakken,2021-08-31,5.260507800162242e+20,45270.54744,8204.18472,1726080.0,0.0,1993.3020000000001,10938.6
Langbakken,2021-09-30,5.090814000157008e+20,43810.2072,7939.5336,1670400.0,0.0,2477.901,8370.7
Langbakken,2021-10-31,5.26757837516246e+20,45331.39495,8215.21185,1728400.0,0.0,3163.05,5445.8
Langbakken,2021-11-30,4.928190775151993e+20,42410.71447,7685.90961,1617040.0,0.0,3549.594,246.20000000000002
Langbakken,2021-12-31,4.9211202001517747e+20,42349.86696,7674.88248,1614720.0,0.0,3847.801,-3526.9
Langsæveien,2021-01-31,5.260507800568694e+20,43503.68136,6506.02704,3605424.0,1632336.0,247.32,-2786.1
Langsæveien,2021-02-28,4.7514264005136594e+20,39293.64768,5876.41152,3256512.0,1474368.0,216.59,-1431.2
Langsæveien,2021-03-31,5.2534372255679296e+20,43445.20867,6497.28238,3600578.0,1630142.0,182.28,2731.7
Langsæveien,2021-04-30,5.0908140005503494e+20,42100.3368,6296.1552,3489120.0,1579680.0,170.73,3543.3
Langsæveien,2021-05-31,5.260507800568694e+20,43503.68136,6506.02704,3605424.0,1632336.0,159.17,7030.8
Langsæveien,2021-06-30,5.0908140005503494e+20,42100.3368,6296.1552,3489120.0,1579680.0,155.69,11415.6
Langsæveien,2021-07-31,5.260507800568694e+20,43503.68136,6506.02704,3605424.0,1632336.0,160.99,13619.6
Langsæveien,2021-08-31,5.260507800568694e+20,43503.68136,6506.02704,3605424.0,1632336.0,174.45,11274.5
Langsæveien,2021-09-30,4.7514264005136594e+20,39293.64768,5876.41152,3256512.0,1474368.0,201.69,8639.3
Langsæveien,2021-10-31,5.097884575551114e+20,42158.80949,6304.8998599999995,3493966.0,1581874.0,200.41,6563.7
Langsæveien,2021-11-30,4.921120200532004e+20,40696.99224,6086.283359999999,3372816.0,1527024.0,221.35,2766.7
Langsæveien,2021-12-31,5.0908140005503494e+20,42100.3368,6296.1552,3489120.0,1579680.0,320.49,-1383.1
Melgård,2021-01-31,5.260507800162244e+20,45275.35368,8184.007439999999,1726080.0,0.0,3165.205,-6874.2
Melgård,2021-02-28,4.751426400146543e+20,40893.86784,7392.006719999999,1559040.0,0.0,2481.932,-4700.4
Melgård,2021-03-31,5.253437225162026e+20,45214.49971,8173.00743,1723760.0,0.0,2260.919,1029.3
Melgård,2021-04-30,5.09081400015701e+20,43814.8584,7920.0072,1670400.0,0.0,1712.982,2819.3
Melgård,2021-05-31,5.260507800162244e+20,45275.35368,8184.007439999999,1726080.0,0.0,1299.067,7042.0
Melgård,2021-06-30,5.09081400015701e+20,43814.8584,7920.0072,1670400.0,0.0,978.928,12092.3
Melgård,2021-07-31,5.260507800162244e+20,45275.35368,8184.007439999999,1726080.0,0.0,1150.941,13547.1
Melgård,2021-08-31,5.260507800162244e+20,45275.35368,8184.007439999999,1726080.0,0.0,1592.016,10938.6
Melgård,2021-09-30,5.09081400015701e+20,43814.8584,7920.0072,1670400.0,0.0,1992.702,8370.7
Melgård,2021-10-31,5.267578375162462e+20,45336.20765,8195.00745,1728400.0,0.0,2554.117,5445.8
Melgård,2021-11-30,4.9281907751519945e+20,42415.21709,7667.0069699999995,1617040.0,0.0,2847.442,302.6
Melgård,2021-12-31,4.9211202001517766e+20,42354.363119999995,7656.00696,1614720.0,0.0,3074.932,-3526.9
Mørland,2021-01-31,5.260507800568514e+20,43531.46976,6562.2436800000005,3606912.0,51324840.0,8432.0,-2786.1
Mørland,2021-02-28,4.751426400513497e+20,39318.74688,5927.1878400000005,3257856.0,46357920.0,6872.8,-1431.2
Mørland,2021-03-31,5.25343722556775e+20,43472.95972,6553.423460000001,3602064.0,51255855.0,6370.4,2731.7
Mørland,2021-04-30,5.090814000550175e+20,42127.2288,6350.558400000001,3490560.0,49669200.0,5317.6,3543.3
Mørland,2021-05-31,5.260507800568514e+20,43531.46976,6562.2436800000005,3606912.0,51324840.0,4222.4,7030.8
Mørland,2021-06-30,5.090814000550175e+20,42127.2288,6350.558400000001,3490560.0,49669200.0,3669.6,11415.6
Mørland,2021-07-31,5.260507800568514e+20,43531.46976,6562.2436800000005,3606912.0,51324840.0,3860.0,13619.6
Mørland,2021-08-31,5.260507800568514e+20,43531.46976,6562.2436800000005,3606912.0,51324840.0,4505.599999999999,11274.5
Mørland,2021-09-30,4.751426400513497e+20,39318.74688,5927.1878400000005,3257856.0,46357920.0,4652.8,8639.3
Mørland,2021-10-31,5.097884575550939e+20,42185.73884,6359.37862,3495408.0,49738185.0,5790.4,6563.7
Mørland,2021-11-30,4.9211202005318356e+20,40722.987839999994,6138.87312,3374208.0,48013560.0,6787.2,2766.7
Mørland,2021-12-31,5.090814000550175e+20,42127.2288,6350.558400000001,3490560.0,49669200.0,8152.8,-1383.1
Nils Amblis veg,2021-01-31,5.2605078001622496e+20,45294.13224,8131.13136,1770720.0,0.0,5588.683,0.0
Nils Amblis veg,2021-02-28,4.751426400146548e+20,40910.82912,7344.24768,1599360.0,0.0,4418.775,0.0
Nils Amblis veg,2021-03-31,5.253437225162032e+20,45233.25303,8120.2024200000005,1768340.0,0.0,4032.902,0.0
Nils Amblis veg,2021-04-30,5.090814000157016e+20,43833.0312,7868.836800000001,1713600.0,0.0,3013.993,0.0
Nils Amblis veg,2021-05-31,5.2605078001622496e+20,45294.13224,8131.13136,1770720.0,0.0,2897.888,0.0
Nils Amblis veg,2021-06-30,5.090814000157016e+20,43833.0312,7868.836800000001,1713600.0,0.0,2282.765,0.0
Nils Amblis veg,2021-07-31,5.2605078001622496e+20,45294.13224,8131.13136,1770720.0,0.0,2614.779,0.0
Nils Amblis veg,2021-08-31,5.2605078001622496e+20,45294.13224,8131.13136,1770720.0,0.0,3441.788,0.0
Nils Amblis veg,2021-09-30,5.090814000157016e+20,43833.0312,7868.836800000001,1713600.0,0.0,4391.266,0.0
Nils Amblis veg,2021-10-31,5.2675783751624675e+20,45355.01145,8142.060300000001,1773100.0,0.0,5970.982,0.0
Nils Amblis veg,2021-11-30,4.928190775152e+20,42432.80937,7617.4711800000005,1658860.0,0.0,6855.538,0.0
Nils Amblis veg,2021-12-31,4.921120200151782e+20,42371.93016,7606.542240000001,1656480.0,0.0,7756.312,0.0
Nydalskrysset,2021-01-31,5.260507800162245e+20,45266.3736,8218.90848,1726080.0,0.0,3809.362,-6874.2
Nydalskrysset,2021-02-28,4.751426400146544e+20,40885.7568,7423.53024,1559040.0,0.0,3038.694,-4700.4
Nydalskrysset,2021-03-31,5.2534372251620265e+20,45205.5317,8207.86156,1723760.0,0.0,2720.876,1029.3
Nydalskrysset,2021-04-30,5.0908140001570115e+20,43806.168000000005,7953.7824,1670400.0,0.0,2028.67,2819.3
Nydalskrysset,2021-05-31,5.260507800162245e+20,45266.3736,8218.90848,1726080.0,0.0,1508.261,7042.0
Nydalskrysset,2021-06-30,5.0908140001570115e+20,43806.168000000005,7953.7824,1670400.0,0.0,1081.45,12092.3
Nydalskrysset,2021-07-31,5.260507800162245e+20,45266.3736,8218.90848,1726080.0,0.0,1279.686,13547.1
Nydalskrysset,2021-08-31,5.260507800162245e+20,45266.3736,8218.90848,1726080.0,0.0,1815.014,10938.6
Nydalskrysset,2021-09-30,5.0908140001570115e+20,43806.168000000005,7953.7824,1670400.0,0.0,2328.468,8370.7
Nydalskrysset,2021-10-31,5.267578375162463e+20,45327.2155,8229.9554,1728400.0,0.0,3045.7019999999998,5445.8
Nydalskrysset,2021-11-30,4.928190775151996e+20,42406.8043,7699.70324,1617040.0,0.0,3448.992,246.20000000000002
Nydalskrysset,2021-12-31,4.921120200151777e+20,42345.962400000004,7688.65632,1614720.0,0.0,3763.094,-3526.9
Pellervika,2021-01-31,5.2605078001622575e+20,45297.53976,8119.361279999999,1770720.0,0.0,2615.539,-6874.2
Pellervika,2021-02-28,4.751426400146555e+20,40913.906879999995,7333.616639999999,1599360.0,0.0,2033.384,-4700.4
Pellervika,2021-03-31,5.253437225162039e+20,45236.65597,8108.448159999999,1768340.0,0.0,1826.07,1029.3
Pellervika,2021-04-30,5.090814000157023e+20,43836.328799999996,7857.4464,1713600.0,0.0,1353.55,2819.3
Pellervika,2021-05-31,5.2605078001622575e+20,45297.53976,8119.361279999999,1770720.0,0.0,1022.33,7042.0
Pellervika,2021-06-30,5.090814000157023e+20,43836.328799999996,7857.4464,1713600.0,0.0,792.582,12092.3
Pellervika,2021-07-31,5.2605078001622575e+20,45297.53976,8119.361279999999,1770720.0,0.0,938.123,13547.1
Pellervika,2021-08-31,5.2605078001622575e+20,45297.53976,8119.361279999999,1770720.0,0.0,1308.279,10938.6
Pellervika,2021-09-30,5.090814000157023e+20,43836.328799999996,7857.4464,1713600.0,0.0,1667.465,8370.7
Pellervika,2021-10-31,5.267578375162475e+20,45358.42355,8130.274399999999,1773100.0,0.0,2155.005,5445.8
Pellervika,2021-11-30,5.090814000157023e+20,43836.328799999996,7857.4464,1713600.0,0.0,2477.391,356.2
Pellervika,2021-12-31,4.921120200151789e+20,42375.11784,7595.53152,1656480.0,0.0,2629.596,-3526.9
Ravnåsveien,2021-01-31,5.2605078005686954e+20,43500.29616,6501.31008,3606912.0,700104.0,160.77,-2786.1
Ravnåsveien,2021-02-28,4.75142640051366e+20,39290.59008,5872.15104,3257856.0,632352.0,131.34,-1431.2
Ravnåsveien,2021-03-31,5.253437225567931e+20,43441.82802,6492.57176,3602064.0,699163.0,100.84,2731.7
Ravnåsveien,2021-04-30,5.09081400055035e+20,42097.0608,6291.5904,3490560.0,677520.0,84.89,3543.3
Ravnåsveien,2021-05-31,5.2605078005686954e+20,43500.29616,6501.31008,3606912.0,700104.0,52.6,7030.8
Ravnåsveien,2021-06-30,5.09081400055035e+20,42097.0608,6291.5904,3490560.0,677520.0,40.78,11415.6
Ravnåsveien,2021-07-31,5.2605078005686954e+20,43500.29616,6501.31008,3606912.0,700104.0,42.0,13619.6
Ravnåsveien,2021-08-31,5.2605078005686954e+20,43500.29616,6501.31008,3606912.0,700104.0,42.14,11274.5
Ravnåsveien,2021-09-30,4.75142640051366e+20,39290.59008,5872.15104,3257856.0,632352.0,38.269999999999996,8639.3
Ravnåsveien,2021-10-31,5.0978845755511144e+20,42155.52894,6300.3287199999995,3495408.0,678461.0,49.01,6563.7
Ravnåsveien,2021-11-30,4.921120200532005e+20,40693.82544,6081.87072,3374208.0,654936.0,90.01,2766.7
Ravnåsveien,2021-12-31,5.09081400055035e+20,42097.0608,6291.5904,3490560.0,677520.0,145.92000000000002,-1383.1
Rosstjern,2021-01-31,5.2605078005685033e+20,43562.866559999995,6599.51808,3607656.0,30182592.0,5589.24,-2786.1
Rosstjern,2021-02-28,4.751426400513487e+20,39347.105279999996,5960.8550399999995,3258528.0,27261696.0,4345.66,-1431.2
Rosstjern,2021-03-31,5.2534372255677396e+20,43504.31432,6590.64776,3602807.0,30142024.0,3706.49,2731.7
Rosstjern,2021-04-30,5.0908140005501646e+20,42157.612799999995,6386.6304,3491280.0,29208960.0,2708.56,3543.3
Rosstjern,2021-05-31,5.2605078005685033e+20,43562.866559999995,6599.51808,3607656.0,30182592.0,1922.55,7030.8
Rosstjern,2021-06-30,5.0908140005501646e+20,42157.612799999995,6386.6304,3491280.0,29208960.0,1432.42,11415.6
Rosstjern,2021-07-31,5.2605078005685033e+20,43562.866559999995,6599.51808,3607656.0,30182592.0,1642.6200000000001,13619.6
Rosstjern,2021-08-31,5.2605078005685033e+20,43562.866559999995,6599.51808,3607656.0,30182592.0,2200.11,11274.5
Rosstjern,2021-09-30,4.751426400513487e+20,39347.105279999996,5960.8550399999995,3258528.0,27261696.0,2658.68,8639.3
Rosstjern,2021-10-31,5.097884575550929e+20,42216.16504,6395.50072,3496129.0,29249528.0,3697.75,6563.7
Rosstjern,2021-11-30,4.921120200531826e+20,40752.359039999996,6173.742719999999,3374904.0,28235328.0,4665.06,2766.7
Rosstjern,2021-12-31,5.0908140005501646e+20,42157.612799999995,6386.6304,3491280.0,29208960.0,5562.67,-1383.1
Rudsflata,2021-01-31,5.2605078001530785e+20,45321.132,8026.651440000001,1755840.0,0.0,2554.896,0.0
Rudsflata,2021-02-28,4.7514264001382646e+20,40935.216,7249.878720000001,1585920.0,0.0,2307.648,0.0
Rudsflata,2021-03-31,5.253437225152873e+20,45260.2165,8015.86293,1753480.0,0.0,2551.462,0.0
Rudsflata,2021-04-30,5.0908140001481405e+20,43859.16,7767.7272,1699200.0,0.0,1749.913,0.0
Rudsflata,2021-05-31,5.2605078001530785e+20,45321.132,8026.651440000001,1755840.0,0.0,1181.04,0.0
Rudsflata,2021-06-30,5.0908140001481405e+20,43859.16,7767.7272,1699200.0,0.0,850.161,0.0
Rudsflata,2021-07-31,5.2605078001530785e+20,45321.132,8026.651440000001,1755840.0,0.0,1037.994,0.0
Rudsflata,2021-08-31,5.2605078001530785e+20,45321.132,8026.651440000001,1755840.0,0.0,1488.313,0.0
Rudsflata,2021-09-30,5.0908140001481405e+20,43859.16,7767.7272,1699200.0,0.0,1930.564,0.0
Rudsflata,2021-10-31,5.2675783751532845e+20,45382.0475,8037.43995,1758200.0,0.0,2527.868,0.0
Rudsflata,2021-11-30,5.0908140001481405e+20,43859.16,7767.7272,1699200.0,0.0,3029.279,0.0
Rudsflata,2021-12-31,4.9211202001432025e+20,42397.188,7508.80296,1642560.0,0.0,3339.767,0.0
Rudsvegen,2021-01-31,5.2605078001530366e+20,45318.33456,8044.32888,1755840.0,0.0,7676.459,0.0
Rudsvegen,2021-02-28,4.7514264001382266e+20,40932.68928,7265.84544,1585920.0,0.0,6006.422,0.0
Rudsvegen,2021-03-31,5.253437225152831e+20,45257.42282,8033.51661,1753480.0,0.0,5446.129,0.0
Rudsvegen,2021-04-30,5.0908140001481e+20,43856.4528,7784.8344,1699200.0,0.0,4051.763,0.0
Rudsvegen,2021-05-31,5.2605078001530366e+20,45318.33456,8044.32888,1755840.0,0.0,2982.99,0.0
Rudsvegen,2021-06-30,5.0908140001481e+20,43856.4528,7784.8344,1699200.0,0.0,2160.134,0.0
Rudsvegen,2021-07-31,5.2605078001530366e+20,45318.33456,8044.32888,1755840.0,0.0,2648.829,0.0
Rudsvegen,2021-08-31,5.2605078001530366e+20,45318.33456,8044.32888,1755840.0,0.0,3763.233,0.0
Rudsvegen,2021-09-30,5.0908140001481e+20,43856.4528,7784.8344,1699200.0,0.0,4865.137,0.0
Rudsvegen,2021-10-31,5.2675783751532426e+20,45379.2463,8055.1411499999995,1758200.0,0.0,6271.194,0.0
Rudsvegen,2021-11-30,4.928190775143369e+20,42455.48278,7536.15219,1644920.0,0.0,6982.253,0.0
Rudsvegen,2021-12-31,4.921120200143163e+20,42394.57104,7525.339919999999,1642560.0,0.0,7507.539,0.0
Rugtvedtveien,2021-01-31,5.260507800314888e+20,43922.7468,7199.5764,2947728.0,57745560.0,9508.3,-2878.7
Rugtvedtveien,2021-02-28,4.751426400284415e+20,39672.1584,6502.8432,2662464.0,52157280.0,7521.1,-1582.4
Rugtvedtveien,2021-03-31,5.253437225314465e+20,43863.71085,7189.89955,2943766.0,57667945.0,6865.8,2807.7
Rugtvedtveien,2021-04-30,5.090814000304731e+20,42505.884,6967.332,2852640.0,55882800.0,5283.3,4044.2
Rugtvedtveien,2021-05-31,5.260507800314888e+20,43922.7468,7199.5764,2947728.0,57745560.0,4188.6,7117.8
Rugtvedtveien,2021-06-30,5.090814000304731e+20,42505.884,6967.332,2852640.0,55882800.0,3058.6,11617.3
Rugtvedtveien,2021-07-31,5.260507800314888e+20,43922.7468,7199.5764,2947728.0,57745560.0,3445.2000000000003,14222.8
Rugtvedtveien,2021-08-31,5.260507800314888e+20,43922.7468,7199.5764,2947728.0,57745560.0,4616.5,12044.5
Rugtvedtveien,2021-09-30,4.751426400284415e+20,39672.1584,6502.8432,2662464.0,52157280.0,5623.8,8827.6
Rugtvedtveien,2021-10-31,5.097884575305154e+20,42564.91995,6977.00885,2856602.0,55960415.0,7732.7,6786.6
Rugtvedtveien,2021-11-30,4.921120200294573e+20,41089.0212,6735.0876,2757552.0,54020040.0,9336.4,2765.2
Rugtvedtveien,2021-12-31,4.921120200294573e+20,41089.0212,6735.0876,2757552.0,54020040.0,8188.8,-1414.1
Røsslyngvegen,2021-01-31,5.260507800153082e+20,45320.44008,7972.287359999999,1778160.0,0.0,1150.945,0.0
Røsslyngvegen,2021-02-28,4.751426400138267e+20,40934.59104,7200.77568,1606080.0,0.0,943.648,0.0
Røsslyngvegen,2021-03-31,5.253437225152876e+20,45259.52551,7961.571919999999,1775770.0,0.0,908.004,0.0
Røsslyngvegen,2021-04-30,5.090814000148144e+20,43858.490399999995,7715.1168,1720800.0,0.0,734.881,0.0
Røsslyngvegen,2021-05-31,5.260507800153082e+20,45320.44008,7972.287359999999,1778160.0,0.0,616.28,0.0
Røsslyngvegen,2021-06-30,5.090814000148144e+20,43858.490399999995,7715.1168,1720800.0,0.0,661.654,0.0
Røsslyngvegen,2021-07-31,5.260507800153082e+20,45320.44008,7972.287359999999,1778160.0,0.0,865.3389999999999,0.0
Røsslyngvegen,2021-08-31,5.260507800153082e+20,45320.44008,7972.287359999999,1778160.0,0.0,1066.734,0.0
Røsslyngvegen,2021-09-30,5.090814000148144e+20,43858.490399999995,7715.1168,1720800.0,0.0,1084.569,0.0
Røsslyngvegen,2021-10-31,5.267578375153287e+20,45381.35465,7983.002799999999,1780550.0,0.0,1047.489,0.0
Røsslyngvegen,2021-11-30,5.090814000148144e+20,43858.490399999995,7715.1168,1720800.0,0.0,1182.607,0.0
Røsslyngvegen,2021-12-31,4.921120200143205e+20,42396.54072,7457.946239999999,1663440.0,0.0,1263.557,0.0
Sandnesheiatunnel,2021-09-30,1.527244200165246e+20,12536.56872,1619.6414399999999,975456.0,118602360.0,14339.470000000001,2876.7
Sandnesheiatunnel,2021-10-31,5.267578375569946e+20,43239.55415,5586.2633,3364420.0,409068325.0,53066.350000000006,8007.9
Sandnesheiatunnel,2021-11-30,4.9211202005324595e+20,40395.61032,5218.84464,3143136.0,382163160.0,49576.08,4412.8
Sandnesheiatunnel,2021-12-31,5.09081400055082e+20,41788.5624,5398.8048,3251520.0,395341200.0,35836.08,725.6
Skap,2021-01-31,5.260507800568514e+20,43523.5536,6543.2419199999995,3606912.0,63387312.0,10961.6,-2786.1
Skap,2021-02-28,4.751426400513497e+20,39311.5968,5910.02496,3257856.0,57253056.0,8813.6,-1431.2
Skap,2021-03-31,5.25343722556775e+20,43465.0542,6534.4472399999995,3602064.0,63302114.0,7728.8,2731.7
Skap,2021-04-30,5.090814000550175e+20,42119.568,6332.169599999999,3490560.0,61342560.0,6157.6,3543.3
Skap,2021-05-31,5.260507800568514e+20,43523.5536,6543.2419199999995,3606912.0,63387312.0,4833.6,7030.8
Skap,2021-06-30,5.090814000550175e+20,42119.568,6332.169599999999,3490560.0,61342560.0,3939.2,11415.6
Skap,2021-07-31,5.260507800568514e+20,43523.5536,6543.2419199999995,3606912.0,63387312.0,4350.4,13619.6
Skap,2021-08-31,5.260507800568514e+20,43523.5536,6543.2419199999995,3606912.0,63387312.0,5287.2,11274.5
Skap,2021-09-30,4.751426400513497e+20,39311.5968,5910.02496,3257856.0,57253056.0,5754.4,8639.3
Skap,2021-10-31,5.097884575550939e+20,42178.0674,6340.96428,3495408.0,61427758.0,7401.6,6563.7
Skap,2021-11-30,4.9211202005318356e+20,40715.5824,6121.09728,3374208.0,59297808.0,8720.25,2766.7
Skap,2021-12-31,5.090814000550175e+20,42119.568,6332.169599999999,3490560.0,61342560.0,10425.85,-1383.1
Skarkedalen,2021-01-31,5.2605078005685033e+20,43555.359599999996,6589.8312000000005,3607656.0,36625632.0,6488.0,-2786.1
Skarkedalen,2021-02-28,4.751426400513487e+20,39340.3248,5952.1056,3258528.0,33081216.0,5159.57,-1431.2
Skarkedalen,2021-03-31,5.2534372255677396e+20,43496.81745,6580.9739,3602807.0,36576404.0,4531.84,2731.7
Skarkedalen,2021-04-30,5.0908140005501646e+20,42150.348,6377.256,3491280.0,35444160.0,3458.98,3543.3
Skarkedalen,2021-05-31,5.2605078005685033e+20,43555.359599999996,6589.8312000000005,3607656.0,36625632.0,2556.6,7030.8
Skarkedalen,2021-06-30,5.0908140005501646e+20,42150.348,6377.256,3491280.0,35444160.0,1957.3700000000001,11415.6
Skarkedalen,2021-07-31,5.2605078005685033e+20,43555.359599999996,6589.8312000000005,3607656.0,36625632.0,2210.89,13619.6
Skarkedalen,2021-08-31,5.2605078005685033e+20,43555.359599999996,6589.8312000000005,3607656.0,36625632.0,2854.11,11274.5
Skarkedalen,2021-09-30,4.751426400513487e+20,39340.3248,5952.1056,3258528.0,33081216.0,3284.51,8639.3
Skarkedalen,2021-10-31,5.097884575550929e+20,42208.89015,6386.1133,3496129.0,35493388.0,4392.68,6563.7
Skarkedalen,2021-11-30,4.921120200531826e+20,40745.3364,6164.6808,3374904.0,34262688.0,5382.62,2766.7
Skarkedalen,2021-12-31,5.0908140005501646e+20,42150.348,6377.256,3491280.0,35444160.0,6439.85,-1383.1
Skrubbedalen,2021-01-31,5.260507800568406e+20,43593.31848,6619.702799999999,3607656.0,26790696.0,5085.12,-2786.1
Skrubbedalen,2021-02-28,4.7514264005133985e+20,39374.61024,5979.086399999999,3258528.0,24198048.0,3917.02,-1431.2
Skrubbedalen,2021-03-31,5.253437225567641e+20,43534.72531,6610.80535,3602807.0,26754687.0,3295.91,2731.7
Skrubbedalen,2021-04-30,5.09081400055007e+20,42187.0824,6406.164,3491280.0,25926480.0,2370.96,3543.3
Skrubbedalen,2021-05-31,5.260507800568406e+20,43593.31848,6619.702799999999,3607656.0,26790696.0,1657.83,7030.8
Skrubbedalen,2021-06-30,5.09081400055007e+20,42187.0824,6406.164,3491280.0,25926480.0,1213.36,11415.6
Skrubbedalen,2021-07-31,5.260507800568406e+20,43593.31848,6619.702799999999,3607656.0,26790696.0,1394.52,13619.6
Skrubbedalen,2021-08-31,5.260507800568406e+20,43593.31848,6619.702799999999,3607656.0,26790696.0,1886.5,11274.5
Skrubbedalen,2021-09-30,4.7514264005133985e+20,39374.61024,5979.086399999999,3258528.0,24198048.0,2312.93,8639.3
Skrubbedalen,2021-10-31,5.097884575550834e+20,42245.67557,6415.061449999999,3496129.0,25962489.0,3285.18,6563.7
Skrubbedalen,2021-11-30,4.921120200531734e+20,40780.84632,6192.6251999999995,3374904.0,25062264.0,4177.6,2766.7
Skrubbedalen,2021-12-31,5.09081400055007e+20,42187.0824,6406.164,3491280.0,25926480.0,4986.68,-1383.1
Strandvegen,2021-01-31,5.260507800162246e+20,45288.26208,8144.8284,1770720.0,0.0,4633.561,-6874.2
Strandvegen,2021-02-28,4.7514264001465444e+20,40905.52704,7356.6192,1599360.0,0.0,3597.509,-4700.4
Strandvegen,2021-03-31,5.253437225162028e+20,45227.390759999995,8133.88105,1768340.0,0.0,3229.291,1029.3
Strandvegen,2021-04-30,5.090814000157012e+20,43827.350399999996,7882.092000000001,1713600.0,0.0,2384.6,2819.3
Strandvegen,2021-05-31,5.260507800162246e+20,45288.26208,8144.8284,1770720.0,0.0,1887.945,7042.0
Strandvegen,2021-06-30,5.090814000157012e+20,43827.350399999996,7882.092000000001,1713600.0,0.0,1503.254,12092.3
Strandvegen,2021-07-31,5.260507800162246e+20,45288.26208,8144.8284,1770720.0,0.0,1784.478,13547.1
Strandvegen,2021-08-31,5.260507800162246e+20,45288.26208,8144.8284,1770720.0,0.0,2443.421,10938.6
Strandvegen,2021-09-30,5.090814000157012e+20,43827.350399999996,7882.092000000001,1713600.0,0.0,3082.119,8370.7
Strandvegen,2021-10-31,5.267578375162464e+20,45349.1334,8155.77575,1773100.0,0.0,4035.889,5445.8
Strandvegen,2021-11-30,4.9281907751519964e+20,42427.31004,7630.30295,1658860.0,0.0,4534.744,246.20000000000002
Strandvegen,2021-12-31,4.9211202001517786e+20,42366.43872,7619.3556,1656480.0,0.0,4883.31,-3526.9
Tennskap 743.020,2021-09-30,3.5635698003856445e+20,29279.63304,3842.4153600000004,2276064.0,3150000.0,105.21,6788.7
Tennskap 743.020,2021-10-31,5.2675783755700496e+20,43280.40995,5679.7608,3364420.0,4656250.0,225.12,8007.9
Tennskap 743.020,2021-11-30,4.9211202005325565e+20,40433.77896,5306.19264,3143136.0,4350000.0,3430.26,4412.8
Tennskap 743.020,2021-12-31,5.09081400055092e+20,41828.0472,5489.1648000000005,3251520.0,4500000.0,4429.23,725.6
Tennskap 743.030,2021-10-31,2.3827837752578602e+20,19574.331589999998,2562.88837,1521892.0,20789530.0,6.23,3419.4
Tennskap 743.030,2021-11-30,4.921120200532554e+20,40426.51272,5293.08696,3143136.0,42936240.0,7863.71,4412.8
Tennskap 743.030,2021-12-31,5.0908140005509176e+20,41820.530399999996,5475.6072,3251520.0,44416800.0,9422.42,725.6
Tennskap 743.040,2021-10-31,2.3827837752578615e+20,19570.74591,2554.4060799999997,1521892.0,25090998.0,322.89,3419.4
Tennskap 743.040,2021-11-30,4.9211202005325565e+20,40419.107280000004,5275.5686399999995,3143136.0,51819984.0,9079.91,4412.8
