StasjonsNavn,StrekningsProsjekt,date,MaalepunktID,Lat,Lon,PostKode,AarligForbruk,ForbruksVerdi,Temperatur
Europaveien0,E18 Tvedestrand-Bamble,2021-06-30,7.070575000423187e+17,59.00007,9.59379,3967.0,81564.0,2.018034722222222,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-07-31,7.070575000423187e+17,59.00007,9.59379,3967.0,81564.0,5.19919623655914,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-08-31,7.070575000423187e+17,59.00007,9.59379,3967.0,81564.0,7.52489247311828,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-09-30,6.599203333728308e+17,55.066732,8.954204,3702.5333333333333,76126.4,3.5754375,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-10-31,6.842491935893408e+17,57.096841935483866,9.284312903225805,3839.032258064516,78932.90322580645,4.583780645161291,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-11-30,6.834889167075747e+17,57.033401000000005,9.273997000000001,3834.766666666667,78845.2,6.238033333333333,0.0
Europaveien0,E18 Tvedestrand-Bamble,2021-12-31,6.582949138325037e+17,54.93109965517242,8.932149310344828,3693.4137931034484,75938.89655172414,19.24829885057471,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-01-31,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,4.44592876344086,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-02-28,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,3.8325372023809523,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-03-31,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,3.062526355773726,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-04-30,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,2.4301861111111114,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-05-31,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,2.1913077956989246,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-06-30,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,1.732351388888889,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-07-31,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,1.9088521505376344,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-08-31,7.070575000423187e+17,59.00235,9.61643,3967.0,28085.0,2.501452956989247,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-09-30,6.599203333728308e+17,55.06886,8.975334666666667,3702.5333333333333,26212.666666666668,3.057272222222222,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-10-31,6.842491935893408e+17,57.09904838709677,9.30622258064516,3839.032258064516,27179.032258064515,3.9011667204301075,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-11-30,6.834889167075747e+17,57.035605000000004,9.295882333333333,3834.766666666667,27148.833333333332,4.6232875,0.0
Europaveien1,E18 Tvedestrand-Bamble,2021-12-31,6.582949138325037e+17,54.933222413793104,8.953227931034482,3693.4137931034484,26148.103448275862,3.8461250000000002,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-01-31,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,4.204232526881721,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-02-28,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,3.6120357142857142,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-03-31,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,2.8744745208041143,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-04-30,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,2.238840277777778,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-05-31,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,2.00467876344086,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-06-30,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,1.551113888888889,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-07-31,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,1.725364247311828,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-08-31,7.070575000423187e+17,59.00902,9.62682,3967.0,26355.0,2.3121801075268817,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-09-30,6.599203333728308e+17,55.07508533333333,8.985032,3702.5333333333333,24598.0,2.8794583333333335,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-10-31,6.842491935893408e+17,57.10550322580645,9.316277419354838,3839.032258064516,25504.83870967742,3.7213857526881724,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-11-30,6.834889167075747e+17,57.04205266666667,9.305926,3834.766666666667,25476.5,4.402109722222222,0.0
Europaveien10,E18 Tvedestrand-Bamble,2021-12-31,6.826762069374112e+17,56.974226206896546,9.294860689655174,3830.206896551724,25446.206896551725,3.4960387931034482,0.0
Europaveien11,E18 Tvedestrand-Bamble,2021-01-31,7.070575000423187e+17,59.013650000000005,9.64303,3967.0,30366.0,4.639255376344086,0.0
Europaveien11,E18 Tvedestrand-Bamble,2021-02-28,7.070575000423187e+17,59.013650000000005,9.64303,3967.0,30366.0,4.095361607142857,0.0
